File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,"American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area",Combined Statistical Area,"Metropolitan Statistical Area-Metropolitan Division",Metropolitan Area Central City,"Metropolitan/MicropolitanIndicator Flag",New England City and Town Area,"New England City and TownCombined Statistical Area","New England City and Town AreaDivision",Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,"Public Use Microdata Area – 5%File",Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Graduate (Includes Equivalency),% Population 25 Years and Over: Some College,% Population 25 Years and Over: Bachelor's Degree,% Population 25 Years and Over: Master's Degree,% Population 25 Years and Over: Professional School Degree,% Population 25 Years and Over: Doctorate Degree,Median Household Income (In 2021 Inflation Adjusted Dollars)
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001
ACSSF,ca,312,0,205,,,,,6,,,43000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800643000,Long Beach city,,,"Long Beach city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,643000,,,,,,,325010,53268,60219,91190,77832,31016,6095,5390,16.39,18.53,28.06,23.95,9.54,1.88,1.66,73905
ACSSF,ca,312,0,206,,,,,6,,,44000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800644000,Los Angeles city,,,"Los Angeles city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,644000,,,,,,,2727338,581520,518694,609789,660661,231019,83421,42234,21.32,19.02,22.36,24.22,8.47,3.06,1.55,70372
ACSSF,ca,312,0,207,,,,,6,,,51182,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800651182,Newport Beach city,,,"Newport Beach city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,651182,,,,,,,65578,875,5090,11522,27425,12763,5817,2086,1.33,7.76,17.57,41.82,19.46,8.87,3.18,136588
ACSSF,ca,312,0,208,,,,,6,,,53980,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800653980,Orange city,,,"Orange city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,653980,,,,,,,93060,12267,16816,30737,21613,7904,2450,1273,13.18,18.07,33.03,23.22,8.49,2.63,1.37,103045
ACSSF,ca,312,0,209,,,,,6,,,56000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800656000,Pasadena city,,,"Pasadena city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,656000,,,,,,,102061,11902,13258,20183,30450,16045,5828,4395,11.66,12.99,19.78,29.84,15.72,5.71,4.31,86677
ACSSF,ca,312,0,210,,,,,6,,,69000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800669000,Santa Ana city,,,"Santa Ana city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,669000,,,,,,,201627,58589,56769,49045,26045,7529,2210,1440,29.06,28.16,24.32,12.92,3.73,1.1,0.71,80265
ACSSF,ca,312,0,211,,,,,6,,,70000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800670000,Santa Monica city,,,"Santa Monica city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,670000,,,,,,,72865,3125,3931,14042,29519,14561,4853,2834,4.29,5.39,19.27,40.51,19.98,6.66,3.89,94906
ACSSF,ca,312,0,212,,,,,6,,,80000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800680000,Torrance city,,,"Torrance city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,680000,,,,,,,106391,5519,15970,26283,38104,14234,3886,2395,5.19,15.01,24.7,35.82,13.38,3.65,2.25,100392
ACSSF,ca,312,0,213,,,,,6,,,80854,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800680854,Tustin city,,,"Tustin city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,680854,,,,,,,51863,4760,8478,13525,14242,7512,2401,945,9.18,16.35,26.08,27.46,14.48,4.63,1.82,98092
ACSSF,ky,312,0,32,,,,,21,,,48006,,,,,,,,,,31140,,,,,,,,,,,,,,,,,,Y,,31200US311402148006,Louisville/Jefferson County metro government (balance),,,"Louisville/Jefferson County metro government (balance), KY; Louisville/Jefferson County, KY-IN Metro Area",3.11402E+11,842389102,43938966,2148006,,,,,,,431054,41011,129796,117298,81370,43049,10740,7790,9.51,30.11,27.21,18.88,9.99,2.49,1.81,57182
ACSSF,tx,312,0,159,,,,,48,,,45000,,,,,,,,,,31180,,,,,,,,,,,,,,,,,,Y,,31200US311804845000,Lubbock city,,,"Lubbock city, TX; Lubbock, TX Metro Area",3.11805E+11,317041399,2962034,4845000,,,,,,,151115,15468,35872,48040,31485,14104,3124,3022,10.24,23.74,31.79,20.84,9.33,2.07,2,54747
ACSSF,va,312,0,56,,,,,51,,,47672,,,,,,,,,,31340,,,,,,,,,,,,,,,,,,Y,,31200US313405147672,Lynchburg city,,,"Lynchburg city, VA; Lynchburg, VA Metro Area",3.13405E+11,127239697,1344996,5147672,,,,,,,43640,4991,8928,10220,11589,4654,1617,1641,11.44,20.46,23.42,26.56,10.66,3.71,3.76,56110
ACSSF,ga,312,0,72,,,,,13,,,49008,,,,,,,,,,31420,,,,,,,,,,,,,,,,,,Y,,31200US314201349008,Macon-Bibb County,,,"Macon-Bibb County, GA; Macon-Bibb County, GA Metro Area",3.14201E+11,,,1349008,,,,,,,102096,13099,30819,32337,13576,8447,2455,1363,12.83,30.19,31.67,13.3,8.27,2.4,1.34,48176
ACSSF,ca,312,0,214,,,,,6,,,45022,,,,,,,,,,31460,,,,,,,,,,,,,,,,,,Y,,31200US314600645022,Madera city,,,"Madera city, CA; Madera, CA Metro Area",3.14601E+11,40893961,0,645022,,,,,,,42447,15973,9823,11722,3938,618,119,254,37.63,23.14,27.62,9.28,1.46,0.28,0.6,49358
ACSSF,wi,312,0,61,,,,,55,,,48000,,,,,,,,,,31540,,,,,,,,,,,,,,,,,,Y,,31200US315405548000,Madison city,,,"Madison city, WI; Madison, WI Metro Area",3.15406E+11,198882058,44658619,5548000,,,,,,,171208,8171,25083,37076,56965,25801,7650,10462,4.77,14.65,21.66,33.27,15.07,4.47,6.11,67270
ACSSF,nh,312,0,22,,,,,33,,,45140,,,,,,,,,,31700,,,,,,,,,,,,,,,,,,Y,,31200US317003345140,Manchester city,,,"Manchester city, NH; Manchester-Nashua, NH Metro Area",3.17003E+11,85730230,4822460,3345140,,,,,,,83473,7771,23548,24179,20017,6387,1095,476,9.31,28.21,28.97,23.98,7.65,1.31,0.57,73639
ACSSF,nh,312,0,23,,,,,33,,,50260,,,,,,,,,,31700,,,,,,,,,,,,,,,,,,Y,,31200US317003350260,Nashua city,,,"Nashua city, NH; Manchester-Nashua, NH Metro Area",3.17003E+11,79901933,2685978,3350260,,,,,,,64995,4344,14455,17437,18360,7655,1149,1595,6.68,22.24,26.83,28.25,11.78,1.77,2.45,85870
ACSSF,tx,312,0,160,,,,,48,,,22660,,,,,,,,,,32580,,,,,,,,,,,,,,,,,,Y,,31200US325804822660,Edinburg city,,,"Edinburg city, TX; McAllen-Edinburg-Mission, TX Metro Area",3.25805E+11,97467368,156205,4822660,,,,,,,63814,14895,13721,16893,13173,3719,820,593,23.34,21.5,26.47,20.64,5.83,1.28,0.93,47596
ACSSF,tx,312,0,161,,,,,48,,,45384,,,,,,,,,,32580,,,,,,,,,,,,,,,,,,Y,,31200US325804845384,McAllen city,,,"McAllen city, TX; McAllen-Edinburg-Mission, TX Metro Area",3.25805E+11,125209157,786807,4845384,,,,,,,90083,17551,19801,23441,19524,5951,2210,1605,19.48,21.98,26.02,21.67,6.61,2.45,1.78,57359
ACSSF,tx,312,0,162,,,,,48,,,48768,,,,,,,,,,32580,,,,,,,,,,,,,,,,,,Y,,31200US325804848768,Mission city,,,"Mission city, TX; McAllen-Edinburg-Mission, TX Metro Area",3.25805E+11,88039237,172313,4848768,,,,,,,52550,14489,12957,11336,9804,3191,545,228,27.57,24.66,21.57,18.66,6.07,1.04,0.43,57749
ACSSF,or,312,0,38,,,,,41,,,47000,,,,,,,,,,32780,,,,,,,,,,,,,,,,,,Y,,31200US327804147000,Medford city,,,"Medford city, OR; Medford, OR Metro Area",3.27804E+11,66648003,16210,4147000,,,,,,,63449,6038,17860,19789,13769,3789,1695,509,9.52,28.15,31.19,21.7,5.97,2.67,0.8,63703
ACSSF,tn,312,0,47,,,,,47,,,48000,,,,,,,,,,32820,,,,,,,,,,,,,,,,,,Y,,31200US328204748000,Memphis city,,,"Memphis city, TN; Memphis, TN-MS-AR Metro Area",3.28205E+11,815988030,23176952,4748000,,,,,,,410799,52661,123336,118657,72322,29533,8156,6134,12.82,30.02,28.88,17.61,7.19,1.99,1.49,44317
ACSSF,ca,312,0,215,,,,,6,,,46898,,,,,,,,,,32900,,,,,,,,,,,,,,,,,,Y,,31200US329000646898,Merced city,,,"Merced city, CA; Merced, CA Metro Area",3.29001E+11,60389109,0,646898,,,,,,,51405,10207,13093,18106,6646,2269,320,764,19.86,25.47,35.22,12.93,4.41,0.62,1.49,52127
ACSSF,fl,312,0,116,,,,,12,,,7300,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001207300,Boca Raton city,,,"Boca Raton city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,75967967,5065992,1207300,,,,,,,69057,2854,10216,16589,22263,10921,3904,2310,4.13,14.79,24.02,32.24,15.81,5.65,3.35,85194
ACSSF,fl,312,0,117,,,,,12,,,7875,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001207875,Boynton Beach city,,,"Boynton Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,41892077,862429,1207875,,,,,,,59249,8080,15325,16168,14607,3810,1142,117,13.64,25.87,27.29,24.65,6.43,1.93,0.2,61293
ACSSF,fl,312,0,118,,,,,12,,,16725,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001216725,Deerfield Beach city,,,"Deerfield Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,39075665,2997482,1216725,,,,,,,67253,8948,19060,20037,12121,4626,1766,695,13.3,28.34,29.79,18.02,6.88,2.63,1.03,49865
ACSSF,fl,312,0,119,,,,,12,,,17100,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001217100,Delray Beach city,,,"Delray Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,40944136,1144668,1217100,,,,,,,52587,4103,12631,12298,13848,6455,1756,1496,7.8,24.02,23.39,26.33,12.27,3.34,2.84,64730
ACSSF,fl,312,0,120,,,,,12,,,17935,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001217935,Doral city,,,"Doral city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,,,1217935,,,,,,,50673,5830,3830,11922,15404,10111,3188,388,11.51,7.56,23.53,30.4,19.95,6.29,0.77,84956
ACSSF,fl,312,0,121,,,,,12,,,24000,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001224000,Fort Lauderdale city,,,"Fort Lauderdale city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,90041713,9858051,1224000,,,,,,,138716,11912,31566,37555,33359,15013,6984,2327,8.59,22.76,27.07,24.05,10.82,5.03,1.68,64912
ACSSF,fl,312,0,122,,,,,12,,,36100,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001236100,Kendall CDP,,,"Kendall CDP, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,41647800,1334268,1236100,,,,,,,59279,4024,11139,17040,16493,6028,3034,1521,6.79,18.79,28.75,27.82,10.17,5.12,2.57,76255
ACSSF,fl,312,0,123,,,,,12,,,45000,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001245000,Miami city,,,"Miami city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,92905577,52298641,1245000,,,,,,,340917,68445,81898,68181,71837,34454,12530,3572,20.08,24.02,20,21.07,10.11,3.68,1.05,48789
ACSSF,fl,312,0,124,,,,,12,,,45025,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001245025,Miami Beach city,,,"Miami Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,19750221,19546950,1245025,,,,,,,63033,6285,9543,14769,19678,7101,3572,2085,9.97,15.14,23.43,31.22,11.27,5.67,3.31,55512
ACSSF,fl,312,0,125,,,,,12,,,58050,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001258050,Pompano Beach city,,,"Pompano Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,62165103,3649340,1258050,,,,,,,85302,11581,23965,22360,16944,7112,2119,1221,13.58,28.09,26.21,19.86,8.34,2.48,1.43,53737
ACSSF,fl,312,0,126,,,,,12,,,69700,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001269700,Sunrise city,,,"Sunrise city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,,,1269700,,,,,,,66458,6097,17187,20325,14570,6423,1413,443,9.17,25.86,30.58,21.92,9.66,2.13,0.67,66184
ACSSF,fl,312,0,127,,,,,12,,,76600,,,,,,,,,,33100,,,,,,,,,,,,,,,,,,Y,,31200US331001276600,West Palm Beach city,,,"West Palm Beach city, FL; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3.31001E+11,143208401,7112993,1276600,,,,,,,87003,11098,18827,23258,20873,9049,2473,1425,12.76,21.64,26.73,23.99,10.4,2.84,1.64,59400
ACSSF,tx,312,0,163,,,,,48,,,48072,,,,,,,,,,33260,,,,,,,,,,,,,,,,,,Y,,31200US332604848072,Midland city,,,"Midland city, TX; Midland, TX Metro Area",3.32605E+11,163699249,258518,4848072,,,,,,,83330,12623,16427,26199,19996,6440,818,827,15.15,19.71,31.44,24,7.73,0.98,0.99,72038
ACSSF,wi,312,0,62,,,,,55,,,53000,,,,,,,,,,33340,,,,,,,,,,,,,,,,,,Y,,31200US333405553000,Milwaukee city,,,"Milwaukee city, WI; Milwaukee-Waukesha, WI Metro Area",3.33406E+11,248955419,1755108,5553000,,,,,,,356426,49042,112146,97998,61560,25231,6028,4421,13.76,31.46,27.49,17.27,7.08,1.69,1.24,46637
ACSSF,wi,312,0,63,,,,,55,,,84250,,,,,,,,,,33340,,,,,,,,,,,,,,,,,,Y,,31200US333405584250,Waukesha city,,,"Waukesha city, WI; Milwaukee-Waukesha, WI Metro Area",3.33406E+11,64252317,661317,5584250,,,,,,,49721,2461,11957,15062,14234,4711,939,357,4.95,24.05,30.29,28.63,9.47,1.89,0.72,69533
ACSSF,mn,312,0,55,,,,,27,,,6616,,,,,,,,,,33460,,,,,,,,,,,,,,,,,,Y,,31200US334602706616,Bloomington city,,,"Bloomington city, MN; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.34603E+11,89825842,9673764,2706616,,,,,,,66059,4757,11191,20237,20105,7189,1079,1501,7.2,16.94,30.63,30.43,10.88,1.63,2.27,80577
ACSSF,mn,312,0,56,,,,,27,,,17288,,,,,,,,,,33460,,,,,,,,,,,,,,,,,,Y,,31200US334602717288,Eagan city,,,"Eagan city, MN; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.34603E+11,80593816,5979104,2717288,,,,,,,47588,931,5676,13732,17231,7097,1730,1191,1.96,11.93,28.86,36.21,14.91,3.64,2.5,100490
ACSSF,mn,312,0,57,,,,,27,,,43000,,,,,,,,,,33460,,,,,,,,,,,,,,,,,,Y,,31200US334602743000,Minneapolis city,,,"Minneapolis city, MN; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.34603E+11,139789184,9052448,2743000,,,,,,,289530,22998,41041,70357,96510,40134,10494,7996,7.94,14.18,24.3,33.33,13.86,3.62,2.76,69397
ACSSF,mn,312,0,58,,,,,27,,,51730,,,,,,,,,,33460,,,,,,,,,,,,,,,,,,Y,,31200US334602751730,Plymouth city,,,"Plymouth city, MN; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.34603E+11,84645167,6849429,2751730,,,,,,,55505,966,6454,12778,21533,10605,2180,989,1.74,11.63,23.02,38.79,19.11,3.93,1.78,106962
ACSSF,mn,312,0,59,,,,,27,,,58000,,,,,,,,,,33460,,,,,,,,,,,,,,,,,,Y,,31200US334602758000,St. Paul city,,,"St. Paul city, MN; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.34603E+11,134623737,10875208,2758000,,,,,,,201457,22869,42639,51354,50466,22445,5900,5784,11.35,21.17,25.49,25.05,11.14,2.93,2.87,66098
ACSSF,mt,312,0,22,,,,,30,,,50200,,,,,,,,,,33540,,,,,,,,,,,,,,,,,,Y,,31200US335403050200,Missoula city,,,"Missoula city, MT; Missoula, MT Metro Area",3.35403E+11,71255396,424677,3050200,,,,,,,50625,1473,9379,15040,12775,7718,2550,1690,2.91,18.53,29.71,25.23,15.25,5.04,3.34,63270
ACSSF,al,312,0,46,,,,,1,,,50000,,,,,,,,,,33660,,,,,,,,,,,,,,,,,,Y,,31200US336600150000,Mobile city,,,"Mobile city, AL; Mobile, AL Metro Area",3.366E+11,360290063,105344035,150000,,,,,,,125812,13136,38340,39509,20363,9651,3156,1657,10.44,30.47,31.4,16.19,7.67,2.51,1.32,43786
ACSSF,ca,312,0,216,,,,,6,,,48354,,,,,,,,,,33700,,,,,,,,,,,,,,,,,,Y,,31200US337000648354,Modesto city,,,"Modesto city, CA; Modesto, CA Metro Area",3.37001E+11,95485577,582995,648354,,,,,,,145736,26857,38695,48897,20905,7017,2026,1339,18.43,26.55,33.55,14.34,4.81,1.39,0.92,70469
ACSSF,al,312,0,47,,,,,1,,,51000,,,,,,,,,,33860,,,,,,,,,,,,,,,,,,Y,,31200US338600151000,Montgomery city,,,"Montgomery city, AL; Montgomery, AL Metro Area",3.386E+11,413272069,6108022,151000,,,,,,,130448,15233,38911,33517,23544,14818,2153,2272,11.68,29.83,25.69,18.05,11.36,1.65,1.74,46957
ACSSF,ca,312,0,217,,,,,6,,,50258,,,,,,,,,,34900,,,,,,,,,,,,,,,,,,Y,,31200US349000650258,Napa city,,,"Napa city, CA; Napa, CA Metro Area",3.49001E+11,46202980,796607,650258,,,,,,,55826,9501,10262,16250,12315,5195,1227,1076,17.02,18.38,29.11,22.06,9.31,2.2,1.93,92878
ACSSF,tn,312,0,48,,,,,47,,,27740,,,,,,,,,,34980,,,,,,,,,,,,,,,,,,Y,,31200US349804727740,Franklin city,,,"Franklin city, TN; Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3.49805E+11,106787254,561418,4727740,,,,,,,56741,1770,5736,12132,23627,10534,1279,1663,3.12,10.11,21.38,41.64,18.57,2.25,2.93,104515
ACSSF,tn,312,0,49,,,,,47,,,51560,,,,,,,,,,34980,,,,,,,,,,,,,,,,,,Y,,31200US349804751560,Murfreesboro city,,,"Murfreesboro city, TN; Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3.49805E+11,143346519,364292,4751560,,,,,,,100258,4852,23472,25954,31996,8881,2502,2601,4.84,23.41,25.89,31.91,8.86,2.5,2.59,77584
ACSSF,tn,312,0,50,,,,,47,,,52006,,,,,,,,,,34980,,,,,,,,,,,,,,,,,,Y,,31200US349804752006,Nashville-Davidson metropolitan government (balance),,,"Nashville-Davidson metropolitan government (balance), TN; Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3.49805E+11,1230569857,56261385,4752006,,,,,,,475979,46149,101639,108656,136577,54575,15714,12669,9.7,21.35,22.83,28.69,11.47,3.3,2.66,64857
ACSSF,ct,312,0,40,,,,,9,,,52000,,,,,,,,,,35300,,,,,,,,,,,,,,,,,,Y,,31200US353000952000,New Haven city,,,"New Haven city, CT; New Haven-Milford, CT Metro Area",3.53001E+11,48377442,3744699,952000,,,,,,,86033,13577,22284,16060,15515,11410,4494,2693,15.78,25.9,18.67,18.03,13.26,5.22,3.13,50569
ACSSF,la,312,0,40,,,,,22,,,50115,,,,,,,,,,35380,,,,,,,,,,,,,,,,,,Y,,31200US353802250115,Metairie CDP,,,"Metairie CDP, LA; New Orleans-Metairie, LA Metro Area",3.53802E+11,60144256,109316,2250115,,,,,,,104896,8637,26484,27823,27130,9883,3406,1533,8.23,25.25,26.52,25.86,9.42,3.25,1.46,66074
ACSSF,la,312,0,41,,,,,22,,,55000,,,,,,,,,,35380,,,,,,,,,,,,,,,,,,Y,,31200US353802255000,New Orleans city,,,"New Orleans city, LA; New Orleans-Metairie, LA Metro Area",3.53802E+11,438803381,468240430,2255000,,,,,,,271452,27580,59563,71655,61392,30030,13309,7923,10.16,21.94,26.4,22.62,11.06,4.9,2.92,46942
ACSSF,nj,312,0,64,,,,,34,,,36000,,,,,,,,,,35620,,,,,,,,,,,,,,,,,,Y,,31200US356203436000,Jersey City city,,,"Jersey City city, NJ; New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.56203E+11,,,3436000,,,,,,,207393,18434,46714,34656,59456,36386,4706,7041,8.89,22.52,16.71,28.67,17.54,2.27,3.4,81958
ACSSF,nj,312,0,65,,,,,34,,,38580,,,,,,,,,,35620,,,,,,,,,,,,,,,,,,Y,,31200US356203438580,Lakewood CDP,,,"Lakewood CDP, NJ; New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.56203E+11,,,3438580,,,,,,,,,,,,,,,,,,,,,,40338
ACSSF,nj,312,0,66,,,,,34,,,51000,,,,,,,,,,35620,,,,,,,,,,,,,,,,,,Y,,31200US356203451000,Newark city,,,"Newark city, NJ; New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.56203E+11,62643850,4972876,3451000,,,,,,,200579,43298,78064,43816,24446,8381,1691,883,21.59,38.92,21.84,12.19,4.18,0.84,0.44,43242
ACSSF,ny,312,0,95,,,,,36,,,51000,,,,,,,,,,35620,,,,,,,,,,,,,,,,,,Y,,31200US356203651000,New York city,,,"New York city, NY; New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.56204E+11,783842402,429527437,3651000,,,,,,,6041519,974708,1378948,1213240,1420727,743914,207878,102104,16.13,22.82,20.08,23.52,12.31,3.44,1.69,67997
ACSSF,fl,312,0,128,,,,,12,,,49675,,,,,,,,,,35840,,,,,,,,,,,,,,,,,,Y,,31200US358401249675,North Port city,,,"North Port city, FL; North Port-Sarasota-Bradenton, FL Metro Area",3.58401E+11,257901306,11866437,1249675,,,,,,,,,,,,,,,,,,,,,,68583
ACSSF,tx,312,0,164,,,,,48,,,53388,,,,,,,,,,36220,,,,,,,,,,,,,,,,,,Y,,31200US362204853388,Odessa city,,,"Odessa city, TX (part); Odessa, TX Metro Area",3.62205E+11,95192394,544234,4853388,,,,,,,65105,12011,21727,19124,8624,2410,732,477,18.45,33.37,29.37,13.25,3.7,1.12,0.73,59804
ACSSF,ut,312,0,31,,,,,49,,,55980,,,,,,,,,,36260,,,,,,,,,,,,,,,,,,Y,,31200US362604955980,Ogden city,,,"Ogden city, UT; Ogden-Clearfield, UT Metro Area",3.62605E+11,70168854,8202,4955980,,,,,,,56995,6273,16975,18021,10809,3659,287,971,11.01,29.78,31.62,18.96,6.42,0.5,1.7,56501
ACSSF,ok,312,0,31,,,,,40,,,55000,,,,,,,,,,36420,,,,,,,,,,,,,,,,,,Y,,31200US364204055000,Oklahoma City city,,,"Oklahoma City city, OK (part); Oklahoma City, OK Metro Area",3.64204E+11,1569325440,37324163,4055000,,,,,,,450933,57628,111733,132043,96747,37208,9447,6127,12.78,24.78,29.28,21.45,8.25,2.09,1.36,59214
ACSSF,ne,312,0,21,,,,,31,,,37000,,,,,,,,,,36540,,,,,,,,,,,,,,,,,,Y,,31200US365403137000,Omaha city,,,"Omaha city, NE; Omaha-Council Bluffs, NE-IA Metro Area",3.65403E+11,329157346,9036153,3137000,,,,,,,322158,28453,72649,98183,79623,26215,11490,5545,8.83,22.55,30.48,24.72,8.14,3.57,1.72,62948
ACSSF,fl,312,0,129,,,,,12,,,36950,,,,,,,,,,36740,,,,,,,,,,,,,,,,,,Y,,31200US367401236950,Kissimmee city,,,"Kissimmee city, FL; Orlando-Kissimmee-Sanford, FL Metro Area",3.67401E+11,54892683,1950279,1236950,,,,,,,49013,5755,15528,16000,8364,2584,732,50,11.74,31.68,32.64,17.06,5.27,1.49,0.1,42615
ACSSF,fl,312,0,130,,,,,12,,,53000,,,,,,,,,,36740,,,,,,,,,,,,,,,,,,Y,,31200US367401253000,Orlando city,,,"Orlando city, FL; Orlando-Kissimmee-Sanford, FL Metro Area",3.67401E+11,265203107,21469603,1253000,,,,,,,225813,16679,55790,63601,54764,21851,8041,5087,7.39,24.71,28.17,24.25,9.68,3.56,2.25,54167
